Time,Node,PortIndex,IrnRtxByte
+1024400000.0ns,h29,0,0
+1024400000.0ns,h30,0,0
+1024400000.0ns,h31,0,0
+1024400000.0ns,h32,0,0
+1024500000.0ns,h1,0,92908430
+1024500000.0ns,h2,0,52382678
+1024500000.0ns,h3,0,33610305
+1024500000.0ns,h4,0,40895341
+1024500000.0ns,h5,0,89501751
+1024500000.0ns,h6,0,95368982
+1024500000.0ns,h7,0,50644203
+1024500000.0ns,h8,0,31394549
+1024500000.0ns,h9,0,49753323
+1024500000.0ns,h10,0,12440329
+1024500000.0ns,h11,0,74621600
+1024500000.0ns,h12,0,81029751
+1024500000.0ns,h13,0,55465745
+1024500000.0ns,h14,0,9529456
+1024500000.0ns,h15,0,96242876
+1024500000.0ns,h16,0,39843236
+1024500000.0ns,h17,0,0
+1024500000.0ns,h18,0,0
+1024500000.0ns,h19,0,0
+1024500000.0ns,h20,0,0
+1024500000.0ns,h21,0,0
+1024500000.0ns,h22,0,0
+1024500000.0ns,h23,0,0
+1024500000.0ns,h24,0,0
+1024500000.0ns,h25,0,0
+1024500000.0ns,h26,0,0
+1024500000.0ns,h27,0,0
+1024500000.0ns,h28,0,0
+1024500000.0ns,h29,0,0
+1024500000.0ns,h30,0,0
+1024500000.0ns,h31,0,0
+1024500000.0ns,h32,0,0
+1024600000.0ns,h1,0,94168430
+1024600000.0ns,h2,0,52703678
+1024600000.0ns,h3,0,33686290
+1024600000.0ns,h4,0,41040040
+1024600000.0ns,h5,0,90761751
+1024600000.0ns,h6,0,96630142
+1024600000.0ns,h7,0,51362703
+1024600000.0ns,h8,0,31394549
+1024600000.0ns,h9,0,50467053
+1024600000.0ns,h10,0,12446329
+1024600000.0ns,h11,0,75205100
+1024600000.0ns,h12,0,82077174
+1024600000.0ns,h13,0,55798745
+1024600000.0ns,h14,0,9554278
+1024600000.0ns,h15,0,96248876
+1024600000.0ns,h16,0,40303736
+1024600000.0ns,h17,0,0
+1024600000.0ns,h18,0,0
+1024600000.0ns,h19,0,0
+1024600000.0ns,h20,0,0
+1024600000.0ns,h21,0,0
+1024600000.0ns,h22,0,0
+1024600000.0ns,h23,0,0
+1024600000.0ns,h24,0,0
+1024600000.0ns,h25,0,0
+1024600000.0ns,h26,0,0
+1024600000.0ns,h27,0,0
+1024600000.0ns,h28,0,0
+1024600000.0ns,h29,0,0
+1024600000.0ns,h30,0,0
+1024600000.0ns,h31,0,0
+1024600000.0ns,h32,0,0
+1024700000.0ns,h1,0,95428846
+1024700000.0ns,h2,0,52816178
+1024700000.0ns,h3,0,34149790
+1024700000.0ns,h4,0,41040040
+1024700000.0ns,h5,0,91985751
+1024700000.0ns,h6,0,97851142
+1024700000.0ns,h7,0,51362703
+1024700000.0ns,h8,0,31394549
+1024700000.0ns,h9,0,50467053
+1024700000.0ns,h10,0,12446329
+1024700000.0ns,h11,0,76246100
+1024700000.0ns,h12,0,82774674
+1024700000.0ns,h13,0,55837745
+1024700000.0ns,h14,0,10047096
+1024700000.0ns,h15,0,96263876
+1024700000.0ns,h16,0,41454236
+1024700000.0ns,h17,0,0
+1024700000.0ns,h18,0,0
+1024700000.0ns,h19,0,0
+1024700000.0ns,h20,0,0
+1024700000.0ns,h21,0,0
+1024700000.0ns,h22,0,0
+1024700000.0ns,h23,0,0
+1024700000.0ns,h24,0,0
+1024700000.0ns,h25,0,0
+1024700000.0ns,h26,0,0
+1024700000.0ns,h27,0,0
+1024700000.0ns,h28,0,0
+1024700000.0ns,h29,0,0
+1024700000.0ns,h30,0,0
+1024700000.0ns,h31,0,0
+1024700000.0ns,h32,0,0
+1024800000.0ns,h1,0,96690346
+1024800000.0ns,h2,0,53801678
+1024800000.0ns,h3,0,34814290
+1024800000.0ns,h4,0,41040040
+1024800000.0ns,h5,0,92659251
+1024800000.0ns,h6,0,98901142
+1024800000.0ns,h7,0,51827703
+1024800000.0ns,h8,0,31505549
+1024800000.0ns,h9,0,50467053
+1024800000.0ns,h10,0,12450829
+1024800000.0ns,h11,0,77200100
+1024800000.0ns,h12,0,83394787
+1024800000.0ns,h13,0,56764877
+1024800000.0ns,h14,0,10047096
+1024800000.0ns,h15,0,96532376
+1024800000.0ns,h16,0,41886236
+1024800000.0ns,h17,0,0
+1024800000.0ns,h18,0,0
+1024800000.0ns,h19,0,0
+1024800000.0ns,h20,0,0
+1024800000.0ns,h21,0,0
+1024800000.0ns,h22,0,0
+1024800000.0ns,h23,0,0
+1024800000.0ns,h24,0,0
+1024800000.0ns,h25,0,0
+1024800000.0ns,h26,0,0
+1024800000.0ns,h27,0,0
+1024800000.0ns,h28,0,0
+1024800000.0ns,h29,0,0
+1024800000.0ns,h30,0,0
+1024800000.0ns,h31,0,0
+1024800000.0ns,h32,0,0
+1024900000.0ns,h1,0,97949992
+1024900000.0ns,h2,0,54598178
+1024900000.0ns,h3,0,36075790
+1024900000.0ns,h4,0,41707540
+1024900000.0ns,h5,0,93781251
+1024900000.0ns,h6,0,100162642
+1024900000.0ns,h7,0,51827703
+1024900000.0ns,h8,0,31511306
+1024900000.0ns,h9,0,50471553
+1024900000.0ns,h10,0,12738829
+1024900000.0ns,h11,0,77837600
+1024900000.0ns,h12,0,84018787
+1024900000.0ns,h13,0,56767877
+1024900000.0ns,h14,0,10051596
+1024900000.0ns,h15,0,96949000
+1024900000.0ns,h16,0,42156085
+1024900000.0ns,h17,0,0
+1024900000.0ns,h18,0,0
+1024900000.0ns,h19,0,0
+1024900000.0ns,h20,0,0
+1024900000.0ns,h21,0,0
+1024900000.0ns,h22,0,0
+1024900000.0ns,h23,0,0
+1024900000.0ns,h24,0,0
+1024900000.0ns,h25,0,0
+1024900000.0ns,h26,0,0
+1024900000.0ns,h27,0,0
+1024900000.0ns,h28,0,0
+1024900000.0ns,h29,0,0
+1024900000.0ns,h30,0,0
+1024900000.0ns,h31,0,0
+1024900000.0ns,h32,0,0
+1025000000.0ns,h1,0,99116992
+1025000000.0ns,h2,0,54602678
+1025000000.0ns,h3,0,37332790
+1025000000.0ns,h4,0,42427540
+1025000000.0ns,h5,0,94120176
+1025000000.0ns,h6,0,101422642
+1025000000.0ns,h7,0,51827703
+1025000000.0ns,h8,0,31511306
+1025000000.0ns,h9,0,50567553
+1025000000.0ns,h10,0,13018435
+1025000000.0ns,h11,0,78940100
+1025000000.0ns,h12,0,84641287
+1025000000.0ns,h13,0,57780983
+1025000000.0ns,h14,0,10051596
+1025000000.0ns,h15,0,97721500
+1025000000.0ns,h16,0,42537085
+1025000000.0ns,h17,0,0
+1025000000.0ns,h18,0,0
+1025000000.0ns,h19,0,0
+1025000000.0ns,h20,0,0
+1025000000.0ns,h21,0,0
+1025000000.0ns,h22,0,0
+1025000000.0ns,h23,0,0
+1025000000.0ns,h24,0,0
+1025000000.0ns,h25,0,0
+1025000000.0ns,h26,0,0
+1025000000.0ns,h27,0,0
+1025000000.0ns,h28,0,0
+1025000000.0ns,h29,0,0
+1025000000.0ns,h30,0,0
+1025000000.0ns,h31,0,0
+1025000000.0ns,h32,0,0
+1025100000.0ns,h1,0,99785992
+1025100000.0ns,h2,0,54602678
+1025100000.0ns,h3,0,38325790
+1025100000.0ns,h4,0,43560040
+1025100000.0ns,h5,0,95303982
+1025100000.0ns,h6,0,102453142
+1025100000.0ns,h7,0,51830994
+1025100000.0ns,h8,0,31515806
+1025100000.0ns,h9,0,51088053
+1025100000.0ns,h10,0,13018435
+1025100000.0ns,h11,0,79181446
+1025100000.0ns,h12,0,85838287
+1025100000.0ns,h13,0,58826483
+1025100000.0ns,h14,0,10051596
+1025100000.0ns,h15,0,98983000
+1025100000.0ns,h16,0,42538585
+1025100000.0ns,h17,0,0
+1025100000.0ns,h18,0,0
+1025100000.0ns,h19,0,0
+1025100000.0ns,h20,0,0
+1025100000.0ns,h21,0,0
+1025100000.0ns,h22,0,0
+1025100000.0ns,h23,0,0
+1025100000.0ns,h24,0,0
+1025100000.0ns,h25,0,0
+1025100000.0ns,h26,0,0
+1025100000.0ns,h27,0,0
+1025100000.0ns,h28,0,0
+1025100000.0ns,h29,0,0
+1025100000.0ns,h30,0,0
+1025100000.0ns,h31,0,0
+1025100000.0ns,h32,0,0
+1025200000.0ns,h1,0,101040221
+1025200000.0ns,h2,0,54671969
+1025200000.0ns,h3,0,38874790
+1025200000.0ns,h4,0,43897056
+1025200000.0ns,h5,0,96481999
+1025200000.0ns,h6,0,103228642
+1025200000.0ns,h7,0,51889494
+1025200000.0ns,h8,0,32043806
+1025200000.0ns,h9,0,51471576
+1025200000.0ns,h10,0,13018435
+1025200000.0ns,h11,0,79947946
+1025200000.0ns,h12,0,86642384
+1025200000.0ns,h13,0,59594483
+1025200000.0ns,h14,0,10059096
+1025200000.0ns,h15,0,100243000
+1025200000.0ns,h16,0,42571585
+1025200000.0ns,h17,0,0
+1025200000.0ns,h18,0,0
+1025200000.0ns,h19,0,0
+1025200000.0ns,h20,0,0
+1025200000.0ns,h21,0,0
+1025200000.0ns,h22,0,0
+1025200000.0ns,h23,0,0
+1025200000.0ns,h24,0,0
+1025200000.0ns,h25,0,0
+1025200000.0ns,h26,0,0
+1025200000.0ns,h27,0,0
+1025200000.0ns,h28,0,0
+1025200000.0ns,h29,0,0
+1025200000.0ns,h30,0,0
+1025200000.0ns,h31,0,0
+1025200000.0ns,h32,0,0
+1025300000.0ns,h1,0,102300221
+1025300000.0ns,h2,0,54893969
+1025300000.0ns,h3,0,39423790
+1025300000.0ns,h4,0,43897056
+1025300000.0ns,h5,0,97141999
+1025300000.0ns,h6,0,104359642
+1025300000.0ns,h7,0,52037994
+1025300000.0ns,h8,0,32078306
+1025300000.0ns,h9,0,51505344
+1025300000.0ns,h10,0,13094206
+1025300000.0ns,h11,0,80376946
+1025300000.0ns,h12,0,87664181
+1025300000.0ns,h13,0,59660483
+1025300000.0ns,h14,0,10731096
+1025300000.0ns,h15,0,101503000
+1025300000.0ns,h16,0,42577585
+1025300000.0ns,h17,0,0
+1025300000.0ns,h18,0,0
+1025300000.0ns,h19,0,0
+1025300000.0ns,h20,0,0
+1025300000.0ns,h21,0,0
+1025300000.0ns,h22,0,0
+1025300000.0ns,h23,0,0
+1025300000.0ns,h24,0,0
+1025300000.0ns,h25,0,0
+1025300000.0ns,h26,0,0
+1025300000.0ns,h27,0,0
+1025300000.0ns,h28,0,0
+1025300000.0ns,h29,0,0
+1025300000.0ns,h30,0,0
+1025300000.0ns,h31,0,0
+1025300000.0ns,h32,0,0
+1025400000.0ns,h1,0,103561721
+1025400000.0ns,h2,0,55387469
+1025400000.0ns,h3,0,39423790
+1025400000.0ns,h4,0,43906056
+1025400000.0ns,h5,0,98188999
+1025400000.0ns,h6,0,104889142
+1025400000.0ns,h7,0,52423494
+1025400000.0ns,h8,0,32674694
+1025400000.0ns,h9,0,51509844
+1025400000.0ns,h10,0,13108207
+1025400000.0ns,h11,0,80408636
+1025400000.0ns,h12,0,87664181
+1025400000.0ns,h13,0,60416483
+1025400000.0ns,h14,0,11297096
+1025400000.0ns,h15,0,102509681
+1025400000.0ns,h16,0,43021585
+1025400000.0ns,h17,0,0
+1025400000.0ns,h18,0,0
+1025400000.0ns,h19,0,0
+1025400000.0ns,h20,0,0
+1025400000.0ns,h21,0,0
+1025400000.0ns,h22,0,0
+1025400000.0ns,h23,0,0
+1025400000.0ns,h24,0,0
+1025400000.0ns,h25,0,0
+1025400000.0ns,h26,0,0
+1025400000.0ns,h27,0,0
+1025400000.0ns,h28,0,0
+1025400000.0ns,h29,0,0
+1025400000.0ns,h30,0,0
+1025400000.0ns,h31,0,0
+1025400000.0ns,h32,0,0
+1025500000.0ns,h1,0,104821721
+1025500000.0ns,h2,0,55462469
+1025500000.0ns,h3,0,39560290
+1025500000.0ns,h4,0,44299056
+1025500000.0ns,h5,0,99258499
+1025500000.0ns,h6,0,105802642
+1025500000.0ns,h7,0,52532994
+1025500000.0ns,h8,0,32682194
+1025500000.0ns,h9,0,51586344
+1025500000.0ns,h10,0,13108207
+1025500000.0ns,h11,0,80527136
+1025500000.0ns,h12,0,87670181
+1025500000.0ns,h13,0,61151483
+1025500000.0ns,h14,0,11373596
+1025500000.0ns,h15,0,102547181
+1025500000.0ns,h16,0,44278585
+1025500000.0ns,h17,0,0
+1025500000.0ns,h18,0,0
+1025500000.0ns,h19,0,0
+1025500000.0ns,h20,0,0
+1025500000.0ns,h21,0,0
+1025500000.0ns,h22,0,0
+1025500000.0ns,h23,0,0
+1025500000.0ns,h24,0,0
+1025500000.0ns,h25,0,0
+1025500000.0ns,h26,0,0
+1025500000.0ns,h27,0,0
+1025500000.0ns,h28,0,0
+1025500000.0ns,h29,0,0
+1025500000.0ns,h30,0,0
+1025500000.0ns,h31,0,0
+1025500000.0ns,h32,0,0
+1025600000.0ns,h1,0,106081721
+1025600000.0ns,h2,0,55472969
+1025600000.0ns,h3,0,39623290
+1025600000.0ns,h4,0,45523982
+1025600000.0ns,h5,0,100506499
+1025600000.0ns,h6,0,107044642
+1025600000.0ns,h7,0,52535783
+1025600000.0ns,h8,0,33400694
+1025600000.0ns,h9,0,51689595
+1025600000.0ns,h10,0,13108207
+1025600000.0ns,h11,0,80839136
+1025600000.0ns,h12,0,87679181
+1025600000.0ns,h13,0,61413173
+1025600000.0ns,h14,0,11373596
+1025600000.0ns,h15,0,102547181
+1025600000.0ns,h16,0,45538640
+1025600000.0ns,h17,0,0
+1025600000.0ns,h18,0,0
+1025600000.0ns,h19,0,0
+1025600000.0ns,h20,0,0
+1025600000.0ns,h21,0,0
+1025600000.0ns,h22,0,0
+1025600000.0ns,h23,0,0
+1025600000.0ns,h24,0,0
+1025600000.0ns,h25,0,0
+1025600000.0ns,h26,0,0
+1025600000.0ns,h27,0,0
+1025600000.0ns,h28,0,0
+1025600000.0ns,h29,0,0
+1025600000.0ns,h30,0,0
+1025600000.0ns,h31,0,0
+1025600000.0ns,h32,0,0
+1025700000.0ns,h1,0,107343221
+1025700000.0ns,h2,0,55672469
+1025700000.0ns,h3,0,40118290
+1025700000.0ns,h4,0,45545986
+1025700000.0ns,h5,0,101523051
+1025700000.0ns,h6,0,108306142
+1025700000.0ns,h7,0,52535783
+1025700000.0ns,h8,0,33400694
+1025700000.0ns,h9,0,52105095
+1025700000.0ns,h10,0,13112707
+1025700000.0ns,h11,0,80899724
+1025700000.0ns,h12,0,87680681
+1025700000.0ns,h13,0,61413903
+1025700000.0ns,h14,0,11946596
+1025700000.0ns,h15,0,102548305
+1025700000.0ns,h16,0,46376697
+1025700000.0ns,h17,0,0
+1025700000.0ns,h18,0,0
+1025700000.0ns,h19,0,0
+1025700000.0ns,h20,0,0
+1025700000.0ns,h21,0,0
+1025700000.0ns,h22,0,0
+1025700000.0ns,h23,0,0
+1025700000.0ns,h24,0,0
+1025700000.0ns,h25,0,0
+1025700000.0ns,h26,0,0
+1025700000.0ns,h27,0,0
+1025700000.0ns,h28,0,0
+1025700000.0ns,h29,0,0
+1025700000.0ns,h30,0,0
+1025700000.0ns,h31,0,0
+1025700000.0ns,h32,0,0
+1025800000.0ns,h1,0,108602867
+1025800000.0ns,h2,0,56123507
+1025800000.0ns,h3,0,41378290
+1025800000.0ns,h4,0,45550486
+1025800000.0ns,h5,0,102784551
+1025800000.0ns,h6,0,108940642
+1025800000.0ns,h7,0,52535783
+1025800000.0ns,h8,0,33510194
+1025800000.0ns,h9,0,52348095
+1025800000.0ns,h10,0,13117207
+1025800000.0ns,h11,0,81442724
+1025800000.0ns,h12,0,87686681
+1025800000.0ns,h13,0,61413903
+1025800000.0ns,h14,0,11952596
+1025800000.0ns,h15,0,102552805
+1025800000.0ns,h16,0,46376697
+1025800000.0ns,h17,0,0
+1025800000.0ns,h18,0,0
+1025800000.0ns,h19,0,0
+1025800000.0ns,h20,0,0
+1025800000.0ns,h21,0,0
+1025800000.0ns,h22,0,0
+1025800000.0ns,h23,0,0
+1025800000.0ns,h24,0,0
+1025800000.0ns,h25,0,0
+1025800000.0ns,h26,0,0
+1025800000.0ns,h27,0,0
+1025800000.0ns,h28,0,0
+1025800000.0ns,h29,0,0
+1025800000.0ns,h30,0,0
+1025800000.0ns,h31,0,0
+1025800000.0ns,h32,0,0
+1025900000.0ns,h1,0,109864367
+1025900000.0ns,h2,0,56318796
+1025900000.0ns,h3,0,41582497
+1025900000.0ns,h4,0,45550486
+1025900000.0ns,h5,0,103728701
+1025900000.0ns,h6,0,109509142
+1025900000.0ns,h7,0,52607006
+1025900000.0ns,h8,0,34687694
+1025900000.0ns,h9,0,52423095
+1025900000.0ns,h10,0,13229580
+1025900000.0ns,h11,0,81780224
+1025900000.0ns,h12,0,87713681
+1025900000.0ns,h13,0,61743903
+1025900000.0ns,h14,0,12375596
+1025900000.0ns,h15,0,102639805
+1025900000.0ns,h16,0,46409697
+1025900000.0ns,h17,0,0
+1025900000.0ns,h18,0,0
+1025900000.0ns,h19,0,0
+1025900000.0ns,h20,0,0
+1025900000.0ns,h21,0,0
+1025900000.0ns,h22,0,0
+1025900000.0ns,h23,0,0
+1025900000.0ns,h24,0,0
+1025900000.0ns,h25,0,0
+1025900000.0ns,h26,0,0
+1025900000.0ns,h27,0,0
+1025900000.0ns,h28,0,0
+1025900000.0ns,h29,0,0
+1025900000.0ns,h30,0,0
+1025900000.0ns,h31,0,0
+1025900000.0ns,h32,0,0
+1026000000.0ns,h1,0,111124367
+1026000000.0ns,h2,0,57436296
+1026000000.0ns,h3,0,41735108
+1026000000.0ns,h4,0,45886486
+1026000000.0ns,h5,0,104719218
+1026000000.0ns,h6,0,110770642
+1026000000.0ns,h7,0,52611506
+1026000000.0ns,h8,0,35290694
+1026000000.0ns,h9,0,53323095
+1026000000.0ns,h10,0,13229580
+1026000000.0ns,h11,0,82282724
+1026000000.0ns,h12,0,87848681
+1026000000.0ns,h13,0,61743903
+1026000000.0ns,h14,0,13565096
+1026000000.0ns,h15,0,102924805
+1026000000.0ns,h16,0,46535697
+1026000000.0ns,h17,0,0
+1026000000.0ns,h18,0,0
+1026000000.0ns,h19,0,0
+1026000000.0ns,h20,0,0
+1026000000.0ns,h21,0,0
+1026000000.0ns,h22,0,0
+1026000000.0ns,h23,0,0
+1026000000.0ns,h24,0,0
+1026000000.0ns,h25,0,0
+1026000000.0ns,h26,0,0
+1026000000.0ns,h27,0,0
+1026000000.0ns,h28,0,0
+1026000000.0ns,h29,0,0
+1026000000.0ns,h30,0,0
+1026000000.0ns,h31,0,0
+1026000000.0ns,h32,0,0
+1026100000.0ns,h1,0,112384367
+1026100000.0ns,h2,0,58023574
+1026100000.0ns,h3,0,41744108
+1026100000.0ns,h4,0,45929986
+1026100000.0ns,h5,0,105629718
+1026100000.0ns,h6,0,112030642
+1026100000.0ns,h7,0,52700006
+1026100000.0ns,h8,0,35599694
+1026100000.0ns,h9,0,54582363
+1026100000.0ns,h10,0,13581889
+1026100000.0ns,h11,0,82319215
+1026100000.0ns,h12,0,88222181
+1026100000.0ns,h13,0,61743903
+1026100000.0ns,h14,0,14825096
+1026100000.0ns,h15,0,102947305
+1026100000.0ns,h16,0,46535697
+1026100000.0ns,h17,0,0
+1026100000.0ns,h18,0,0
+1026100000.0ns,h19,0,0
+1026100000.0ns,h20,0,0
+1026100000.0ns,h21,0,0
+1026100000.0ns,h22,0,0
+1026100000.0ns,h23,0,0
+1026100000.0ns,h24,0,0
+1026100000.0ns,h25,0,0
+1026100000.0ns,h26,0,0
+1026100000.0ns,h27,0,0
+1026100000.0ns,h28,0,0
+1026100000.0ns,h29,0,0
+1026100000.0ns,h30,0,0
+1026100000.0ns,h31,0,0
+1026100000.0ns,h32,0,0
+1026200000.0ns,h1,0,113645867
+1026200000.0ns,h2,0,58224574
+1026200000.0ns,h3,0,41744108
+1026200000.0ns,h4,0,46523072
+1026200000.0ns,h5,0,106423218
+1026200000.0ns,h6,0,113291204
+1026200000.0ns,h7,0,52700006
+1026200000.0ns,h8,0,36156910
+1026200000.0ns,h9,0,55843863
+1026200000.0ns,h10,0,13581889
+1026200000.0ns,h11,0,82538215
+1026200000.0ns,h12,0,88463681
+1026200000.0ns,h13,0,61743903
+1026200000.0ns,h14,0,16085096
+1026200000.0ns,h15,0,102951162
+1026200000.0ns,h16,0,46544697
+1026200000.0ns,h17,0,0
+1026200000.0ns,h18,0,0
+1026200000.0ns,h19,0,0
+1026200000.0ns,h20,0,0
+1026200000.0ns,h21,0,0
+1026200000.0ns,h22,0,0
+1026200000.0ns,h23,0,0
+1026200000.0ns,h24,0,0
+1026200000.0ns,h25,0,0
+1026200000.0ns,h26,0,0
+1026200000.0ns,h27,0,0
+1026200000.0ns,h28,0,0
+1026200000.0ns,h29,0,0
+1026200000.0ns,h30,0,0
+1026200000.0ns,h31,0,0
+1026200000.0ns,h32,0,0
+1026300000.0ns,h1,0,114905867
+1026300000.0ns,h2,0,58947574
+1026300000.0ns,h3,0,41744108
+1026300000.0ns,h4,0,47198072
+1026300000.0ns,h5,0,107249650
+1026300000.0ns,h6,0,114551204
+1026300000.0ns,h7,0,52868006
+1026300000.0ns,h8,0,37418410
+1026300000.0ns,h9,0,56994363
+1026300000.0ns,h10,0,13587889
+1026300000.0ns,h11,0,82538215
+1026300000.0ns,h12,0,88576181
+1026300000.0ns,h13,0,62423403
+1026300000.0ns,h14,0,17211436
+1026300000.0ns,h15,0,103066662
+1026300000.0ns,h16,0,46549197
+1026300000.0ns,h17,0,0
+1026300000.0ns,h18,0,0
+1026300000.0ns,h19,0,0
+1026300000.0ns,h20,0,0
+1026300000.0ns,h21,0,0
+1026300000.0ns,h22,0,0
+1026300000.0ns,h23,0,0
+1026300000.0ns,h24,0,0
+1026300000.0ns,h25,0,0
+1026300000.0ns,h26,0,0
+1026300000.0ns,h27,0,0
+1026300000.0ns,h28,0,0
+1026300000.0ns,h29,0,0
+1026300000.0ns,h30,0,0
+1026300000.0ns,h31,0,0
+1026300000.0ns,h32,0,0
+1026400000.0ns,h1,0,116165867
+1026400000.0ns,h2,0,59501074
+1026400000.0ns,h3,0,41744108
+1026400000.0ns,h4,0,47202572
+1026400000.0ns,h5,0,107806547
+1026400000.0ns,h6,0,115808204
+1026400000.0ns,h7,0,53528006
+1026400000.0ns,h8,0,38678410
+1026400000.0ns,h9,0,58173093
+1026400000.0ns,h10,0,13790389
+1026400000.0ns,h11,0,82554715
+1026400000.0ns,h12,0,89068604
+1026400000.0ns,h13,0,63087903
+1026400000.0ns,h14,0,17226436
+1026400000.0ns,h15,0,103071162
+1026400000.0ns,h16,0,46549197
+1026400000.0ns,h17,0,0
+1026400000.0ns,h18,0,0
+1026400000.0ns,h19,0,0
+1026400000.0ns,h20,0,0
+1026400000.0ns,h21,0,0
+1026400000.0ns,h22,0,0
+1026400000.0ns,h23,0,0
+1026400000.0ns,h24,0,0
+1026400000.0ns,h25,0,0
+1026400000.0ns,h26,0,0
+1026400000.0ns,h27,0,0
+1026400000.0ns,h28,0,0
+1026400000.0ns,h29,0,0
+1026400000.0ns,h30,0,0
+1026400000.0ns,h31,0,0
+1026400000.0ns,h32,0,0
+1026500000.0ns,h1,0,117426283
+1026500000.0ns,h2,0,59736574
+1026500000.0ns,h3,0,41775608
+1026500000.0ns,h4,0,47351778
+1026500000.0ns,h5,0,108955547
+1026500000.0ns,h6,0,117024704
+1026500000.0ns,h7,0,53934506
+1026500000.0ns,h8,0,39938410
+1026500000.0ns,h9,0,59094093
+1026500000.0ns,h10,0,13790389
+1026500000.0ns,h11,0,82709215
+1026500000.0ns,h12,0,89247104
+1026500000.0ns,h13,0,63973323
+1026500000.0ns,h14,0,17226436
+1026500000.0ns,h15,0,103092162
+1026500000.0ns,h16,0,47293197
+1026500000.0ns,h17,0,0
+1026500000.0ns,h18,0,0
+1026500000.0ns,h19,0,0
+1026500000.0ns,h20,0,0
+1026500000.0ns,h21,0,0
+1026500000.0ns,h22,0,0
+1026500000.0ns,h23,0,0
+1026500000.0ns,h24,0,0
+1026500000.0ns,h25,0,0
+1026500000.0ns,h26,0,0
+1026500000.0ns,h27,0,0
+1026500000.0ns,h28,0,0
+1026500000.0ns,h29,0,0
+1026500000.0ns,h30,0,0
+1026500000.0ns,h31,0,0
+1026500000.0ns,h32,0,0
+1026600000.0ns,h1,0,118687429
+1026600000.0ns,h2,0,60609574
+1026600000.0ns,h3,0,42207608
+1026600000.0ns,h4,0,47352782
+1026600000.0ns,h5,0,110022047
+1026600000.0ns,h6,0,118154204
+1026600000.0ns,h7,0,54024506
+1026600000.0ns,h8,0,40459564
+1026600000.0ns,h9,0,60354093
+1026600000.0ns,h10,0,13790389
+1026600000.0ns,h11,0,82710715
+1026600000.0ns,h12,0,89323604
+1026600000.0ns,h13,0,64271823
+1026600000.0ns,h14,0,17426754
+1026600000.0ns,h15,0,103423662
+1026600000.0ns,h16,0,47848197
+1026600000.0ns,h17,0,0
+1026600000.0ns,h18,0,0
+1026600000.0ns,h19,0,0
+1026600000.0ns,h20,0,0
+1026600000.0ns,h21,0,0
+1026600000.0ns,h22,0,0
+1026600000.0ns,h23,0,0
+1026600000.0ns,h24,0,0
+1026600000.0ns,h25,0,0
+1026600000.0ns,h26,0,0
+1026600000.0ns,h27,0,0
+1026600000.0ns,h28,0,0
+1026600000.0ns,h29,0,0
+1026600000.0ns,h30,0,0
+1026600000.0ns,h31,0,0
+1026600000.0ns,h32,0,0
+1026700000.0ns,h1,0,119947429
+1026700000.0ns,h2,0,61548574
+1026700000.0ns,h3,0,43067108
+1026700000.0ns,h4,0,47352782
+1026700000.0ns,h5,0,111242197
+1026700000.0ns,h6,0,118620704
+1026700000.0ns,h7,0,54359297
+1026700000.0ns,h8,0,40464064
+1026700000.0ns,h9,0,61615593
+1026700000.0ns,h10,0,13983889
+1026700000.0ns,h11,0,82836715
+1026700000.0ns,h12,0,89518676
+1026700000.0ns,h13,0,64853823
+1026700000.0ns,h14,0,17431254
+1026700000.0ns,h15,0,103666662
+1026700000.0ns,h16,0,48458546
+1026700000.0ns,h17,0,0
+1026700000.0ns,h18,0,0
+1026700000.0ns,h19,0,0
+1026700000.0ns,h20,0,0
+1026700000.0ns,h21,0,0
+1026700000.0ns,h22,0,0
+1026700000.0ns,h23,0,0
+1026700000.0ns,h24,0,0
+1026700000.0ns,h25,0,0
+1026700000.0ns,h26,0,0
+1026700000.0ns,h27,0,0
+1026700000.0ns,h28,0,0
+1026700000.0ns,h29,0,0
+1026700000.0ns,h30,0,0
+1026700000.0ns,h31,0,0
+1026700000.0ns,h32,0,0
+1026800000.0ns,h1,0,121208929
+1026800000.0ns,h2,0,62183074
+1026800000.0ns,h3,0,44119138
+1026800000.0ns,h4,0,47657282
+1026800000.0ns,h5,0,112430197
+1026800000.0ns,h6,0,119103704
+1026800000.0ns,h7,0,54363797
+1026800000.0ns,h8,0,40469821
+1026800000.0ns,h9,0,62875593
+1026800000.0ns,h10,0,14030137
+1026800000.0ns,h11,0,82919215
+1026800000.0ns,h12,0,89962676
+1026800000.0ns,h13,0,64883823
+1026800000.0ns,h14,0,17431254
+1026800000.0ns,h15,0,104926662
+1026800000.0ns,h16,0,48566546
+1026800000.0ns,h17,0,0
+1026800000.0ns,h18,0,0
+1026800000.0ns,h19,0,0
+1026800000.0ns,h20,0,0
+1026800000.0ns,h21,0,0
+1026800000.0ns,h22,0,0
+1026800000.0ns,h23,0,0
+1026800000.0ns,h24,0,0
+1026800000.0ns,h25,0,0
+1026800000.0ns,h26,0,0
+1026800000.0ns,h27,0,0
+1026800000.0ns,h28,0,0
+1026800000.0ns,h29,0,0
+1026800000.0ns,h30,0,0
+1026800000.0ns,h31,0,0
+1026800000.0ns,h32,0,0
+1026900000.0ns,h1,0,122371429
+1026900000.0ns,h2,0,62187574
+1026900000.0ns,h3,0,44642638
+1026900000.0ns,h4,0,48551282
