Time,Node,PortIndex,IrnRtxByte
+1030400000.0ns,h7,0,272649
+1030400000.0ns,h8,0,263815
+1030400000.0ns,h9,0,1077685
+1030400000.0ns,h10,0,957729
+1030400000.0ns,h11,0,391245
+1030400000.0ns,h12,0,421712
+1030400000.0ns,h13,0,6136544
+1030400000.0ns,h14,0,851850
+1030400000.0ns,h15,0,2156357
+1030400000.0ns,h16,0,1265696
+1030400000.0ns,h17,0,0
+1030400000.0ns,h18,0,0
+1030400000.0ns,h19,0,0
+1030400000.0ns,h20,0,0
+1030400000.0ns,h21,0,0
+1030400000.0ns,h22,0,0
+1030400000.0ns,h23,0,0
+1030400000.0ns,h24,0,0
+1030400000.0ns,h25,0,0
+1030400000.0ns,h26,0,0
+1030400000.0ns,h27,0,0
+1030400000.0ns,h28,0,0
+1030400000.0ns,h29,0,0
+1030400000.0ns,h30,0,0
+1030400000.0ns,h31,0,0
+1030400000.0ns,h32,0,0
+1030500000.0ns,h1,0,611626
+1030500000.0ns,h2,0,9340158
+1030500000.0ns,h3,0,4077779
+1030500000.0ns,h4,0,5069724
+1030500000.0ns,h5,0,18555204
+1030500000.0ns,h6,0,20292645
+1030500000.0ns,h7,0,272649
+1030500000.0ns,h8,0,263815
+1030500000.0ns,h9,0,1077685
+1030500000.0ns,h10,0,1371729
+1030500000.0ns,h11,0,395745
+1030500000.0ns,h12,0,421712
+1030500000.0ns,h13,0,6136544
+1030500000.0ns,h14,0,857850
+1030500000.0ns,h15,0,2156357
+1030500000.0ns,h16,0,1265696
+1030500000.0ns,h17,0,0
+1030500000.0ns,h18,0,0
+1030500000.0ns,h19,0,0
+1030500000.0ns,h20,0,0
+1030500000.0ns,h21,0,0
+1030500000.0ns,h22,0,0
+1030500000.0ns,h23,0,0
+1030500000.0ns,h24,0,0
+1030500000.0ns,h25,0,0
+1030500000.0ns,h26,0,0
+1030500000.0ns,h27,0,0
+1030500000.0ns,h28,0,0
+1030500000.0ns,h29,0,0
+1030500000.0ns,h30,0,0
+1030500000.0ns,h31,0,0
+1030500000.0ns,h32,0,0
+1030600000.0ns,h1,0,611626
+1030600000.0ns,h2,0,9341658
+1030600000.0ns,h3,0,4077779
+1030600000.0ns,h4,0,5222400
+1030600000.0ns,h5,0,18928724
+1030600000.0ns,h6,0,20796645
+1030600000.0ns,h7,0,272649
+1030600000.0ns,h8,0,263815
+1030600000.0ns,h9,0,1077685
+1030600000.0ns,h10,0,2631729
+1030600000.0ns,h11,0,400245
+1030600000.0ns,h12,0,1125212
+1030600000.0ns,h13,0,6136544
+1030600000.0ns,h14,0,857850
+1030600000.0ns,h15,0,2156357
+1030600000.0ns,h16,0,1265696
+1030600000.0ns,h17,0,0
+1030600000.0ns,h18,0,0
+1030600000.0ns,h19,0,0
+1030600000.0ns,h20,0,0
+1030600000.0ns,h21,0,0
+1030600000.0ns,h22,0,0
+1030600000.0ns,h23,0,0
+1030600000.0ns,h24,0,0
+1030600000.0ns,h25,0,0
+1030600000.0ns,h26,0,0
+1030600000.0ns,h27,0,0
+1030600000.0ns,h28,0,0
+1030600000.0ns,h29,0,0
+1030600000.0ns,h30,0,0
+1030600000.0ns,h31,0,0
+1030600000.0ns,h32,0,0
+1030700000.0ns,h1,0,616126
+1030700000.0ns,h2,0,9341658
+1030700000.0ns,h3,0,4091279
+1030700000.0ns,h4,0,5222400
+1030700000.0ns,h5,0,19362224
+1030700000.0ns,h6,0,21330645
+1030700000.0ns,h7,0,482649
+1030700000.0ns,h8,0,268315
+1030700000.0ns,h9,0,1077685
+1030700000.0ns,h10,0,3037590
+1030700000.0ns,h11,0,400245
+1030700000.0ns,h12,0,1355366
+1030700000.0ns,h13,0,6193544
+1030700000.0ns,h14,0,857850
+1030700000.0ns,h15,0,2156357
+1030700000.0ns,h16,0,1265696
+1030700000.0ns,h17,0,0
+1030700000.0ns,h18,0,0
+1030700000.0ns,h19,0,0
+1030700000.0ns,h20,0,0
+1030700000.0ns,h21,0,0
+1030700000.0ns,h22,0,0
+1030700000.0ns,h23,0,0
+1030700000.0ns,h24,0,0
+1030700000.0ns,h25,0,0
+1030700000.0ns,h26,0,0
+1030700000.0ns,h27,0,0
+1030700000.0ns,h28,0,0
+1030700000.0ns,h29,0,0
+1030700000.0ns,h30,0,0
+1030700000.0ns,h31,0,0
+1030700000.0ns,h32,0,0
+1030800000.0ns,h1,0,616126
+1030800000.0ns,h2,0,9341658
+1030800000.0ns,h3,0,4100279
+1030800000.0ns,h4,0,5222400
+1030800000.0ns,h5,0,19921724
+1030800000.0ns,h6,0,21732645
+1030800000.0ns,h7,0,482649
+1030800000.0ns,h8,0,268315
+1030800000.0ns,h9,0,1077685
+1030800000.0ns,h10,0,3042090
+1030800000.0ns,h11,0,712245
+1030800000.0ns,h12,0,1355366
+1030800000.0ns,h13,0,6193544
+1030800000.0ns,h14,0,857850
+1030800000.0ns,h15,0,2156357
+1030800000.0ns,h16,0,1265696
+1030800000.0ns,h17,0,0
+1030800000.0ns,h18,0,0
+1030800000.0ns,h19,0,0
+1030800000.0ns,h20,0,0
+1030800000.0ns,h21,0,0
+1030800000.0ns,h22,0,0
+1030800000.0ns,h23,0,0
+1030800000.0ns,h24,0,0
+1030800000.0ns,h25,0,0
+1030800000.0ns,h26,0,0
+1030800000.0ns,h27,0,0
+1030800000.0ns,h28,0,0
+1030800000.0ns,h29,0,0
+1030800000.0ns,h30,0,0
+1030800000.0ns,h31,0,0
+1030800000.0ns,h32,0,0
+1030900000.0ns,h1,0,616126
+1030900000.0ns,h2,0,9371658
+1030900000.0ns,h3,0,4100279
+1030900000.0ns,h4,0,5226900
+1030900000.0ns,h5,0,20197531
+1030900000.0ns,h6,0,22194645
+1030900000.0ns,h7,0,482649
+1030900000.0ns,h8,0,268315
+1030900000.0ns,h9,0,1103416
+1030900000.0ns,h10,0,3042090
+1030900000.0ns,h11,0,1973745
+1030900000.0ns,h12,0,1355366
+1030900000.0ns,h13,0,6193544
+1030900000.0ns,h14,0,917249
+1030900000.0ns,h15,0,2156357
+1030900000.0ns,h16,0,1265696
+1030900000.0ns,h17,0,0
+1030900000.0ns,h18,0,0
+1030900000.0ns,h19,0,0
+1030900000.0ns,h20,0,0
+1030900000.0ns,h21,0,0
+1030900000.0ns,h22,0,0
+1030900000.0ns,h23,0,0
+1030900000.0ns,h24,0,0
+1030900000.0ns,h25,0,0
+1030900000.0ns,h26,0,0
+1030900000.0ns,h27,0,0
+1030900000.0ns,h28,0,0
+1030900000.0ns,h29,0,0
+1030900000.0ns,h30,0,0
+1030900000.0ns,h31,0,0
+1030900000.0ns,h32,0,0
+1031000000.0ns,h1,0,616126
+1031000000.0ns,h2,0,9371658
+1031000000.0ns,h3,0,4100279
+1031000000.0ns,h4,0,5226900
+1031000000.0ns,h5,0,20329531
+1031000000.0ns,h6,0,22743645
+1031000000.0ns,h7,0,482649
+1031000000.0ns,h8,0,268315
+1031000000.0ns,h9,0,1108784
+1031000000.0ns,h10,0,3042090
+1031000000.0ns,h11,0,2128245
+1031000000.0ns,h12,0,1355366
+1031000000.0ns,h13,0,6193544
+1031000000.0ns,h14,0,917249
+1031000000.0ns,h15,0,2160857
+1031000000.0ns,h16,0,1265696
+1031000000.0ns,h17,0,0
+1031000000.0ns,h18,0,0
+1031000000.0ns,h19,0,0
+1031000000.0ns,h20,0,0
+1031000000.0ns,h21,0,0
+1031000000.0ns,h22,0,0
+1031000000.0ns,h23,0,0
+1031000000.0ns,h24,0,0
+1031000000.0ns,h25,0,0
+1031000000.0ns,h26,0,0
+1031000000.0ns,h27,0,0
+1031000000.0ns,h28,0,0
+1031000000.0ns,h29,0,0
+1031000000.0ns,h30,0,0
+1031000000.0ns,h31,0,0
+1031000000.0ns,h32,0,0
+1031100000.0ns,h1,0,616126
+1031100000.0ns,h2,0,9371658
+1031100000.0ns,h3,0,4100279
+1031100000.0ns,h4,0,5231400
+1031100000.0ns,h5,0,20346031
+1031100000.0ns,h6,0,22874145
+1031100000.0ns,h7,0,482649
+1031100000.0ns,h8,0,268315
+1031100000.0ns,h9,0,1113284
+1031100000.0ns,h10,0,3042090
+1031100000.0ns,h11,0,2128245
+1031100000.0ns,h12,0,1357961
+1031100000.0ns,h13,0,6193544
+1031100000.0ns,h14,0,917249
+1031100000.0ns,h15,0,2160857
+1031100000.0ns,h16,0,1265696
+1031100000.0ns,h17,0,0
+1031100000.0ns,h18,0,0
+1031100000.0ns,h19,0,0
+1031100000.0ns,h20,0,0
+1031100000.0ns,h21,0,0
+1031100000.0ns,h22,0,0
+1031100000.0ns,h23,0,0
+1031100000.0ns,h24,0,0
+1031100000.0ns,h25,0,0
+1031100000.0ns,h26,0,0
+1031100000.0ns,h27,0,0
+1031100000.0ns,h28,0,0
+1031100000.0ns,h29,0,0
+1031100000.0ns,h30,0,0
+1031100000.0ns,h31,0,0
+1031100000.0ns,h32,0,0
+1031200000.0ns,h1,0,616126
+1031200000.0ns,h2,0,9371658
+1031200000.0ns,h3,0,4100279
+1031200000.0ns,h4,0,5231400
+1031200000.0ns,h5,0,21124531
+1031200000.0ns,h6,0,22977645
+1031200000.0ns,h7,0,488649
+1031200000.0ns,h8,0,272815
+1031200000.0ns,h9,0,1338284
+1031200000.0ns,h10,0,3042090
+1031200000.0ns,h11,0,2132745
+1031200000.0ns,h12,0,1357961
+1031200000.0ns,h13,0,6193544
+1031200000.0ns,h14,0,917249
+1031200000.0ns,h15,0,2160857
+1031200000.0ns,h16,0,1270196
+1031200000.0ns,h17,0,0
+1031200000.0ns,h18,0,0
+1031200000.0ns,h19,0,0
+1031200000.0ns,h20,0,0
+1031200000.0ns,h21,0,0
+1031200000.0ns,h22,0,0
+1031200000.0ns,h23,0,0
+1031200000.0ns,h24,0,0
+1031200000.0ns,h25,0,0
+1031200000.0ns,h26,0,0
+1031200000.0ns,h27,0,0
+1031200000.0ns,h28,0,0
+1031200000.0ns,h29,0,0
+1031200000.0ns,h30,0,0
+1031200000.0ns,h31,0,0
+1031200000.0ns,h32,0,0
+1031300000.0ns,h1,0,616126
+1031300000.0ns,h2,0,9371658
+1031300000.0ns,h3,0,4100279
+1031300000.0ns,h4,0,5235900
+1031300000.0ns,h5,0,21286899
+1031300000.0ns,h6,0,23093145
+1031300000.0ns,h7,0,493149
+1031300000.0ns,h8,0,272815
+1031300000.0ns,h9,0,1573784
+1031300000.0ns,h10,0,3042090
+1031300000.0ns,h11,0,2132745
+1031300000.0ns,h12,0,1357961
+1031300000.0ns,h13,0,6198044
+1031300000.0ns,h14,0,917819
+1031300000.0ns,h15,0,2160857
+1031300000.0ns,h16,0,1270196
+1031300000.0ns,h17,0,0
+1031300000.0ns,h18,0,0
+1031300000.0ns,h19,0,0
+1031300000.0ns,h20,0,0
+1031300000.0ns,h21,0,0
+1031300000.0ns,h22,0,0
+1031300000.0ns,h23,0,0
+1031300000.0ns,h24,0,0
+1031300000.0ns,h25,0,0
+1031300000.0ns,h26,0,0
+1031300000.0ns,h27,0,0
+1031300000.0ns,h28,0,0
+1031300000.0ns,h29,0,0
+1031300000.0ns,h30,0,0
+1031300000.0ns,h31,0,0
+1031300000.0ns,h32,0,0
+1031400000.0ns,h1,0,616126
+1031400000.0ns,h2,0,9371658
+1031400000.0ns,h3,0,4100279
+1031400000.0ns,h4,0,5240400
+1031400000.0ns,h5,0,22014399
+1031400000.0ns,h6,0,23093145
+1031400000.0ns,h7,0,493149
+1031400000.0ns,h8,0,272815
+1031400000.0ns,h9,0,1576784
+1031400000.0ns,h10,0,3042090
+1031400000.0ns,h11,0,2132745
+1031400000.0ns,h12,0,1357961
+1031400000.0ns,h13,0,6198044
+1031400000.0ns,h14,0,917819
+1031400000.0ns,h15,0,2160857
+1031400000.0ns,h16,0,1270196
+1031400000.0ns,h17,0,0
+1031400000.0ns,h18,0,0
+1031400000.0ns,h19,0,0
+1031400000.0ns,h20,0,0
+1031400000.0ns,h21,0,0
+1031400000.0ns,h22,0,0
+1031400000.0ns,h23,0,0
+1031400000.0ns,h24,0,0
+1031400000.0ns,h25,0,0
+1031400000.0ns,h26,0,0
+1031400000.0ns,h27,0,0
+1031400000.0ns,h28,0,0
+1031400000.0ns,h29,0,0
+1031400000.0ns,h30,0,0
+1031400000.0ns,h31,0,0
+1031400000.0ns,h32,0,0
+1031500000.0ns,h1,0,616126
+1031500000.0ns,h2,0,9371658
+1031500000.0ns,h3,0,4100279
+1031500000.0ns,h4,0,5682759
+1031500000.0ns,h5,0,22551504
+1031500000.0ns,h6,0,23164736
+1031500000.0ns,h7,0,497649
+1031500000.0ns,h8,0,272815
+1031500000.0ns,h9,0,1576784
+1031500000.0ns,h10,0,3046590
+1031500000.0ns,h11,0,2132745
+1031500000.0ns,h12,0,1357961
+1031500000.0ns,h13,0,6198044
+1031500000.0ns,h14,0,920286
+1031500000.0ns,h15,0,2160857
+1031500000.0ns,h16,0,1270196
+1031500000.0ns,h17,0,0
+1031500000.0ns,h18,0,0
+1031500000.0ns,h19,0,0
+1031500000.0ns,h20,0,0
+1031500000.0ns,h21,0,0
+1031500000.0ns,h22,0,0
+1031500000.0ns,h23,0,0
+1031500000.0ns,h24,0,0
+1031500000.0ns,h25,0,0
+1031500000.0ns,h26,0,0
+1031500000.0ns,h27,0,0
+1031500000.0ns,h28,0,0
+1031500000.0ns,h29,0,0
+1031500000.0ns,h30,0,0
+1031500000.0ns,h31,0,0
+1031500000.0ns,h32,0,0
+1031600000.0ns,h1,0,616126
+1031600000.0ns,h2,0,9371658
+1031600000.0ns,h3,0,4100279
+1031600000.0ns,h4,0,5682759
+1031600000.0ns,h5,0,22551504
+1031600000.0ns,h6,0,23164736
+1031600000.0ns,h7,0,497649
+1031600000.0ns,h8,0,272815
+1031600000.0ns,h9,0,1582784
+1031600000.0ns,h10,0,3046590
+1031600000.0ns,h11,0,2139905
+1031600000.0ns,h12,0,1357961
+1031600000.0ns,h13,0,6198044
+1031600000.0ns,h14,0,920286
+1031600000.0ns,h15,0,2160857
+1031600000.0ns,h16,0,1270196
+1031600000.0ns,h17,0,0
+1031600000.0ns,h18,0,0
+1031600000.0ns,h19,0,0
+1031600000.0ns,h20,0,0
+1031600000.0ns,h21,0,0
+1031600000.0ns,h22,0,0
+1031600000.0ns,h23,0,0
+1031600000.0ns,h24,0,0
+1031600000.0ns,h25,0,0
+1031600000.0ns,h26,0,0
+1031600000.0ns,h27,0,0
+1031600000.0ns,h28,0,0
+1031600000.0ns,h29,0,0
+1031600000.0ns,h30,0,0
+1031600000.0ns,h31,0,0
+1031600000.0ns,h32,0,0
+1031700000.0ns,h1,0,616126
+1031700000.0ns,h2,0,9371658
+1031700000.0ns,h3,0,4100279
+1031700000.0ns,h4,0,5682759
+1031700000.0ns,h5,0,22551504
+1031700000.0ns,h6,0,23164736
+1031700000.0ns,h7,0,497649
+1031700000.0ns,h8,0,272815
+1031700000.0ns,h9,0,1582784
+1031700000.0ns,h10,0,3046590
+1031700000.0ns,h11,0,2960405
+1031700000.0ns,h12,0,1357961
+1031700000.0ns,h13,0,6202544
+1031700000.0ns,h14,0,920286
+1031700000.0ns,h15,0,2160857
+1031700000.0ns,h16,0,1274696
+1031700000.0ns,h17,0,0
+1031700000.0ns,h18,0,0
+1031700000.0ns,h19,0,0
+1031700000.0ns,h20,0,0
+1031700000.0ns,h21,0,0
+1031700000.0ns,h22,0,0
+1031700000.0ns,h23,0,0
+1031700000.0ns,h24,0,0
+1031700000.0ns,h25,0,0
+1031700000.0ns,h26,0,0
+1031700000.0ns,h27,0,0
+1031700000.0ns,h28,0,0
+1031700000.0ns,h29,0,0
+1031700000.0ns,h30,0,0
+1031700000.0ns,h31,0,0
+1031700000.0ns,h32,0,0
+1031800000.0ns,h1,0,620626
+1031800000.0ns,h2,0,9373158
+1031800000.0ns,h3,0,4439279
+1031800000.0ns,h4,0,5682759
+1031800000.0ns,h5,0,22551504
+1031800000.0ns,h6,0,23164736
+1031800000.0ns,h7,0,497649
+1031800000.0ns,h8,0,275815
+1031800000.0ns,h9,0,1591784
+1031800000.0ns,h10,0,3046590
+1031800000.0ns,h11,0,3241065
+1031800000.0ns,h12,0,1357961
+1031800000.0ns,h13,0,6202544
+1031800000.0ns,h14,0,920286
+1031800000.0ns,h15,0,2160857
+1031800000.0ns,h16,0,1274696
+1031800000.0ns,h17,0,0
+1031800000.0ns,h18,0,0
+1031800000.0ns,h19,0,0
+1031800000.0ns,h20,0,0
+1031800000.0ns,h21,0,0
+1031800000.0ns,h22,0,0
+1031800000.0ns,h23,0,0
+1031800000.0ns,h24,0,0
+1031800000.0ns,h25,0,0
+1031800000.0ns,h26,0,0
+1031800000.0ns,h27,0,0
+1031800000.0ns,h28,0,0
+1031800000.0ns,h29,0,0
+1031800000.0ns,h30,0,0
+1031800000.0ns,h31,0,0
+1031800000.0ns,h32,0,0
+1031900000.0ns,h1,0,622126
+1031900000.0ns,h2,0,9373158
+1031900000.0ns,h3,0,5649779
+1031900000.0ns,h4,0,5687259
+1031900000.0ns,h5,0,22557504
+1031900000.0ns,h6,0,23164736
+1031900000.0ns,h7,0,497649
+1031900000.0ns,h8,0,275815
+1031900000.0ns,h9,0,1834784
+1031900000.0ns,h10,0,3046590
+1031900000.0ns,h11,0,3241065
+1031900000.0ns,h12,0,1357961
+1031900000.0ns,h13,0,6202544
+1031900000.0ns,h14,0,924786
+1031900000.0ns,h15,0,2160857
+1031900000.0ns,h16,0,1274696
+1031900000.0ns,h17,0,0
+1031900000.0ns,h18,0,0
+1031900000.0ns,h19,0,0
+1031900000.0ns,h20,0,0
+1031900000.0ns,h21,0,0
+1031900000.0ns,h22,0,0
+1031900000.0ns,h23,0,0
+1031900000.0ns,h24,0,0
+1031900000.0ns,h25,0,0
+1031900000.0ns,h26,0,0
+1031900000.0ns,h27,0,0
+1031900000.0ns,h28,0,0
+1031900000.0ns,h29,0,0
+1031900000.0ns,h30,0,0
+1031900000.0ns,h31,0,0
+1031900000.0ns,h32,0,0
+1032000000.0ns,h1,0,622126
+1032000000.0ns,h2,0,9421158
+1032000000.0ns,h3,0,6394917
+1032000000.0ns,h4,0,5687259
+1032000000.0ns,h5,0,22559004
+1032000000.0ns,h6,0,23169236
+1032000000.0ns,h7,0,497649
+1032000000.0ns,h8,0,275815
+1032000000.0ns,h9,0,2323784
+1032000000.0ns,h10,0,3046590
+1032000000.0ns,h11,0,3241065
+1032000000.0ns,h12,0,1357961
+1032000000.0ns,h13,0,6202544
+1032000000.0ns,h14,0,929286
+1032000000.0ns,h15,0,2160857
+1032000000.0ns,h16,0,1274696
+1032000000.0ns,h17,0,0
+1032000000.0ns,h18,0,0
+1032000000.0ns,h19,0,0
+1032000000.0ns,h20,0,0
+1032000000.0ns,h21,0,0
+1032000000.0ns,h22,0,0
+1032000000.0ns,h23,0,0
+1032000000.0ns,h24,0,0
+1032000000.0ns,h25,0,0
+1032000000.0ns,h26,0,0
+1032000000.0ns,h27,0,0
+1032000000.0ns,h28,0,0
+1032000000.0ns,h29,0,0
+1032000000.0ns,h30,0,0
+1032000000.0ns,h31,0,0
+1032000000.0ns,h32,0,0
+1032100000.0ns,h1,0,622126
+1032100000.0ns,h2,0,9526158
+1032100000.0ns,h3,0,6399417
+1032100000.0ns,h4,0,5687259
+1032100000.0ns,h5,0,22559004
+1032100000.0ns,h6,0,23169236
+1032100000.0ns,h7,0,502149
+1032100000.0ns,h8,0,275815
+1032100000.0ns,h9,0,2325284
+1032100000.0ns,h10,0,3046590
+1032100000.0ns,h11,0,3241065
+1032100000.0ns,h12,0,1357961
+1032100000.0ns,h13,0,6205544
+1032100000.0ns,h14,0,929286
+1032100000.0ns,h15,0,2182950
+1032100000.0ns,h16,0,1274696
+1032100000.0ns,h17,0,0
+1032100000.0ns,h18,0,0
+1032100000.0ns,h19,0,0
+1032100000.0ns,h20,0,0
+1032100000.0ns,h21,0,0
+1032100000.0ns,h22,0,0
+1032100000.0ns,h23,0,0
+1032100000.0ns,h24,0,0
+1032100000.0ns,h25,0,0
+1032100000.0ns,h26,0,0
+1032100000.0ns,h27,0,0
+1032100000.0ns,h28,0,0
+1032100000.0ns,h29,0,0
+1032100000.0ns,h30,0,0
+1032100000.0ns,h31,0,0
+1032100000.0ns,h32,0,0
+1032200000.0ns,h1,0,622126
+1032200000.0ns,h2,0,9629658
+1032200000.0ns,h3,0,6399417
+1032200000.0ns,h4,0,5687259
+1032200000.0ns,h5,0,22614504
+1032200000.0ns,h6,0,23169236
+1032200000.0ns,h7,0,502149
+1032200000.0ns,h8,0,275815
+1032200000.0ns,h9,0,2495352
+1032200000.0ns,h10,0,3046590
+1032200000.0ns,h11,0,3245565
+1032200000.0ns,h12,0,1357961
+1032200000.0ns,h13,0,6652544
+1032200000.0ns,h14,0,930786
+1032200000.0ns,h15,0,2182950
+1032200000.0ns,h16,0,1274696
+1032200000.0ns,h17,0,0
+1032200000.0ns,h18,0,0
+1032200000.0ns,h19,0,0
+1032200000.0ns,h20,0,0
+1032200000.0ns,h21,0,0
+1032200000.0ns,h22,0,0
+1032200000.0ns,h23,0,0
+1032200000.0ns,h24,0,0
+1032200000.0ns,h25,0,0
+1032200000.0ns,h26,0,0
+1032200000.0ns,h27,0,0
+1032200000.0ns,h28,0,0
+1032200000.0ns,h29,0,0
+1032200000.0ns,h30,0,0
+1032200000.0ns,h31,0,0
+1032200000.0ns,h32,0,0
+1032300000.0ns,h1,0,622126
+1032300000.0ns,h2,0,9722658
+1032300000.0ns,h3,0,6399417
+1032300000.0ns,h4,0,5687259
+1032300000.0ns,h5,0,22616004
+1032300000.0ns,h6,0,23169236
+1032300000.0ns,h7,0,502149
+1032300000.0ns,h8,0,275815
+1032300000.0ns,h9,0,2496852
+1032300000.0ns,h10,0,3046590
+1032300000.0ns,h11,0,3245565
+1032300000.0ns,h12,0,1357961
+1032300000.0ns,h13,0,6781544
+1032300000.0ns,h14,0,935286
+1032300000.0ns,h15,0,2182950
+1032300000.0ns,h16,0,1274696
+1032300000.0ns,h17,0,0
+1032300000.0ns,h18,0,0
+1032300000.0ns,h19,0,0
+1032300000.0ns,h20,0,0
+1032300000.0ns,h21,0,0
+1032300000.0ns,h22,0,0
+1032300000.0ns,h23,0,0
+1032300000.0ns,h24,0,0
+1032300000.0ns,h25,0,0
+1032300000.0ns,h26,0,0
+1032300000.0ns,h27,0,0
+1032300000.0ns,h28,0,0
+1032300000.0ns,h29,0,0
+1032300000.0ns,h30,0,0
+1032300000.0ns,h31,0,0
+1032300000.0ns,h32,0,0
+1032400000.0ns,h1,0,622126
+1032400000.0ns,h2,0,9823158
+1032400000.0ns,h3,0,6399417
+1032400000.0ns,h4,0,5687259
+1032400000.0ns,h5,0,22616004
+1032400000.0ns,h6,0,23169236
+1032400000.0ns,h7,0,502149
+1032400000.0ns,h8,0,275815
+1032400000.0ns,h9,0,2496852
+1032400000.0ns,h10,0,3046590
+1032400000.0ns,h11,0,3245565
+1032400000.0ns,h12,0,1357961
+1032400000.0ns,h13,0,6781544
+1032400000.0ns,h14,0,939786
+1032400000.0ns,h15,0,2182950
+1032400000.0ns,h16,0,1274696
+1032400000.0ns,h17,0,0
+1032400000.0ns,h18,0,0
+1032400000.0ns,h19,0,0
+1032400000.0ns,h20,0,0
+1032400000.0ns,h21,0,0
+1032400000.0ns,h22,0,0
+1032400000.0ns,h23,0,0
+1032400000.0ns,h24,0,0
+1032400000.0ns,h25,0,0
+1032400000.0ns,h26,0,0
+1032400000.0ns,h27,0,0
+1032400000.0ns,h28,0,0
+1032400000.0ns,h29,0,0
+1032400000.0ns,h30,0,0
+1032400000.0ns,h31,0,0
+1032400000.0ns,h32,0,0
+1032500000.0ns,h1,0,622126
+1032500000.0ns,h2,0,9943158
+1032500000.0ns,h3,0,6403917
+1032500000.0ns,h4,0,5687259
+1032500000.0ns,h5,0,22813551
+1032500000.0ns,h6,0,23173736
+1032500000.0ns,h7,0,502149
+1032500000.0ns,h8,0,275815
+1032500000.0ns,h9,0,2496852
+1032500000.0ns,h10,0,3076590
+1032500000.0ns,h11,0,3245565
+1032500000.0ns,h12,0,1357961
+1032500000.0ns,h13,0,6805544
+1032500000.0ns,h14,0,939786
+1032500000.0ns,h15,0,2182950
+1032500000.0ns,h16,0,1283696
+1032500000.0ns,h17,0,0
+1032500000.0ns,h18,0,0
+1032500000.0ns,h19,0,0
+1032500000.0ns,h20,0,0
+1032500000.0ns,h21,0,0
+1032500000.0ns,h22,0,0
+1032500000.0ns,h23,0,0
+1032500000.0ns,h24,0,0
+1032500000.0ns,h25,0,0
+1032500000.0ns,h26,0,0
+1032500000.0ns,h27,0,0
+1032500000.0ns,h28,0,0
+1032500000.0ns,h29,0,0
+1032500000.0ns,h30,0,0
+1032500000.0ns,h31,0,0
+1032500000.0ns,h32,0,0
+1032600000.0ns,h1,0,622126
+1032600000.0ns,h2,0,10075158
+1032600000.0ns,h3,0,6403917
+1032600000.0ns,h4,0,5696259
+1032600000.0ns,h5,0,22813551
+1032600000.0ns,h6,0,23178236
+1032600000.0ns,h7,0,502149
+1032600000.0ns,h8,0,280315
+1032600000.0ns,h9,0,2496852
+1032600000.0ns,h10,0,3076590
+1032600000.0ns,h11,0,3245565
+1032600000.0ns,h12,0,1357961
+1032600000.0ns,h13,0,6976544
+1032600000.0ns,h14,0,944286
+1032600000.0ns,h15,0,2182950
+1032600000.0ns,h16,0,1283696
+1032600000.0ns,h17,0,0
+1032600000.0ns,h18,0,0
+1032600000.0ns,h19,0,0
+1032600000.0ns,h20,0,0
+1032600000.0ns,h21,0,0
+1032600000.0ns,h22,0,0
+1032600000.0ns,h23,0,0
+1032600000.0ns,h24,0,0
+1032600000.0ns,h25,0,0
+1032600000.0ns,h26,0,0
+1032600000.0ns,h27,0,0
+1032600000.0ns,h28,0,0
+1032600000.0ns,h29,0,0
+1032600000.0ns,h30,0,0
+1032600000.0ns,h31,0,0
+1032600000.0ns,h32,0,0
+1032700000.0ns,h1,0,622126
+1032700000.0ns,h2,0,10210158
+1032700000.0ns,h3,0,6403917
+1032700000.0ns,h4,0,5696259
+1032700000.0ns,h5,0,22813551
+1032700000.0ns,h6,0,23178236
+1032700000.0ns,h7,0,508149
+1032700000.0ns,h8,0,280315
+1032700000.0ns,h9,0,2496852
+1032700000.0ns,h10,0,3089760
+1032700000.0ns,h11,0,3245565
+1032700000.0ns,h12,0,1357961
+1032700000.0ns,h13,0,6981044
+1032700000.0ns,h14,0,948786
+1032700000.0ns,h15,0,2182950
+1032700000.0ns,h16,0,1283696
+1032700000.0ns,h17,0,0
+1032700000.0ns,h18,0,0
+1032700000.0ns,h19,0,0
+1032700000.0ns,h20,0,0
+1032700000.0ns,h21,0,0
+1032700000.0ns,h22,0,0
+1032700000.0ns,h23,0,0
+1032700000.0ns,h24,0,0
+1032700000.0ns,h25,0,0
+1032700000.0ns,h26,0,0
+1032700000.0ns,h27,0,0
+1032700000.0ns,h28,0,0
+1032700000.0ns,h29,0,0
+1032700000.0ns,h30,0,0
+1032700000.0ns,h31,0,0
+1032700000.0ns,h32,0,0
+1032800000.0ns,h1,0,626626
+1032800000.0ns,h2,0,10345158
+1032800000.0ns,h3,0,6403917
+1032800000.0ns,h4,0,5696259
+1032800000.0ns,h5,0,22813551
+1032800000.0ns,h6,0,23178236
+1032800000.0ns,h7,0,508149
+1032800000.0ns,h8,0,280315
+1032800000.0ns,h9,0,2500501
+1032800000.0ns,h10,0,3089760
+1032800000.0ns,h11,0,3245565
+1032800000.0ns,h12,0,1357961
+1032800000.0ns,h13,0,6981044
+1032800000.0ns,h14,0,948786
+1032800000.0ns,h15,0,2182950
+1032800000.0ns,h16,0,1305036
+1032800000.0ns,h17,0,0
+1032800000.0ns,h18,0,0
+1032800000.0ns,h19,0,0
+1032800000.0ns,h20,0,0
