StartTime,FromNode,ToNode,SourcePort,DestinationPort,Size,Priority
1006391420ns,h13,h20,2,30,16731B,0
1006392131ns,h6,h21,2,31,67648B,0
1006396129ns,h15,h22,2,32,5719B,0
1006396533ns,h9,h21,2,31,345B,0
1006405880ns,h13,h22,2,20,991B,0
1006411531ns,h9,h23,2,31,43191B,0
1006415391ns,h11,h20,2,37,618B,0
1006418761ns,h4,h23,2,41,947B,0
1006420526ns,h1,h23,2,26,453B,0
1006421368ns,h1,h20,2,28,512B,0
1006421623ns,h2,h20,2,26,47714B,0
1006422774ns,h15,h23,2,29,689B,0
1006424443ns,h8,h22,2,31,648B,0
1006426140ns,h12,h21,2,32,336B,0
1006426171ns,h13,h22,2,21,574B,0
1006430097ns,h15,h21,2,22,762B,0
1006430722ns,h14,h23,2,34,431B,0
1006440025ns,h8,h22,2,32,47587B,0
1006443334ns,h8,h20,2,30,583B,0
1006444353ns,h12,h20,2,28,438B,0
1006454679ns,h13,h20,2,31,508B,0
1006462660ns,h2,h22,2,38,52678B,0
1006465121ns,h15,h20,2,35,134916B,0
1006465378ns,h5,h22,2,33,588339B,0
1006468100ns,h3,h22,2,26,151B,0
1006476742ns,h3,h22,2,27,36778B,0
1006478439ns,h2,h20,2,27,776B,0
1006478891ns,h15,h21,2,23,337B,0
1006479015ns,h13,h21,2,28,446B,0
1006480412ns,h15,h22,2,33,481B,0
1006482958ns,h6,h20,2,28,604B,0
1006485078ns,h5,h23,2,27,670B,0
1006493591ns,h13,h23,2,31,252439B,0
1006494305ns,h2,h22,2,39,304B,0
1006498547ns,h1,h21,2,17,17544B,0
1006507312ns,h9,h22,2,25,70463B,0
1006509655ns,h2,h22,2,40,557B,0
1006511320ns,h8,h23,2,31,449B,0
1006512695ns,h6,h23,2,37,421B,0
1006520905ns,h3,h20,2,31,500B,0
1006521444ns,h8,h23,2,32,347B,0
1006528381ns,h6,h22,2,39,855B,0
1006529069ns,h16,h21,2,22,450B,0
1006541030ns,h8,h20,2,31,224B,0
1006543738ns,h1,h21,2,18,432B,0
1006544476ns,h11,h23,2,39,50379B,0
1006550316ns,h12,h23,2,37,617B,0
1006557596ns,h2,h20,2,28,98048B,0
1006561140ns,h2,h21,2,32,277016B,0
1006570105ns,h7,h20,2,29,443B,0
1006571252ns,h2,h22,2,41,879B,0
1006575004ns,h15,h20,2,36,94755B,0
1006582728ns,h14,h21,2,42,944B,0
1006584402ns,h2,h21,2,33,368B,0
1006591864ns,h2,h23,2,23,447B,0
1006596369ns,h4,h20,2,33,1841655B,0
1006596811ns,h2,h22,2,42,499B,0
1006597014ns,h4,h23,2,42,78621B,0
1006601708ns,h4,h20,2,34,45002B,0
1006603444ns,h5,h21,2,32,34396B,0
1006608874ns,h7,h23,2,21,30388B,0
1006614197ns,h1,h22,2,23,43996B,0
1006615607ns,h8,h22,2,33,66444B,0
1006616311ns,h16,h23,2,26,306B,0
1006616945ns,h15,h23,2,30,367B,0
1006620139ns,h14,h23,2,35,716B,0
1006624523ns,h9,h20,2,33,412B,0
1006630384ns,h11,h21,2,30,799B,0
1006633369ns,h8,h22,2,34,693B,0
1006635531ns,h10,h21,2,23,338B,0
1006639729ns,h6,h21,2,32,317B,0
1006640262ns,h15,h21,2,24,116B,0
1006642816ns,h15,h21,2,25,53021B,0
1006642817ns,h8,h22,2,35,315B,0
1006645586ns,h16,h21,2,23,623829B,0
1006647145ns,h1,h21,2,19,1588790B,0
1006647920ns,h14,h22,2,35,35139B,0
1006649405ns,h16,h20,2,27,650B,0
1006650832ns,h10,h21,2,24,475B,0
1006651889ns,h13,h21,2,29,612B,0
1006652698ns,h6,h23,2,38,545B,0
1006653808ns,h12,h21,2,33,596B,0
1006659840ns,h13,h21,2,30,31239B,0
1006660587ns,h13,h21,2,31,110034B,0
1006669387ns,h13,h21,2,32,357B,0
1006679682ns,h1,h21,2,20,442B,0
1006680891ns,h14,h22,2,36,409B,0
1006682230ns,h8,h20,2,32,284B,0
1006684249ns,h7,h23,2,22,70520B,0
1006692771ns,h2,h21,2,34,733B,0
1006693042ns,h12,h20,2,29,308B,0
1006695830ns,h9,h23,2,32,646B,0
1006700666ns,h2,h21,2,35,650B,0
1006704857ns,h1,h23,2,27,41591B,0
1006706968ns,h6,h23,2,39,38279B,0
1006717113ns,h1,h21,2,21,342B,0
1006720580ns,h8,h23,2,33,1383B,0
1006728981ns,h12,h23,2,38,729B,0
1006729715ns,h10,h20,2,25,134B,0
1006729895ns,h13,h21,2,33,348B,0
1006732247ns,h16,h20,2,28,1954B,0
1006734805ns,h6,h20,2,29,567B,0
1006748417ns,h7,h20,2,30,683191B,0
1006748815ns,h15,h20,2,37,705B,0
1006749028ns,h10,h21,2,25,5047B,0
1006752430ns,h1,h23,2,28,341B,0
1006752535ns,h8,h23,2,34,679B,0
1006753172ns,h11,h22,2,25,32824B,0
1006758434ns,h6,h23,2,40,58089B,0
1006762685ns,h3,h22,2,28,399B,0
1006764498ns,h12,h23,2,39,596B,0
1006768754ns,h9,h22,2,26,673B,0
1006775193ns,h15,h20,2,38,640B,0
1006776017ns,h12,h21,2,34,675B,0
1006781103ns,h4,h21,2,33,495B,0
1006782177ns,h9,h21,2,32,47744B,0
1006790859ns,h8,h20,2,33,167080B,0
1006796620ns,h10,h20,2,26,549B,0
1006799350ns,h2,h20,2,29,1540B,0
1006804332ns,h7,h23,2,23,580B,0
1006814955ns,h15,h21,2,26,936B,0
1006814973ns,h11,h23,2,40,6256B,0
1006815248ns,h12,h21,2,35,704B,0
1006817895ns,h1,h22,2,24,2763B,0
1006820947ns,h13,h20,2,32,37429B,0
1006822282ns,h9,h21,2,33,63977B,0
1006825230ns,h9,h22,2,27,388B,0
1006830507ns,h5,h22,2,34,416B,0
1006836345ns,h6,h22,2,40,743B,0
1006837990ns,h11,h22,2,26,728B,0
1006838207ns,h2,h22,2,43,47545B,0
1006841912ns,h11,h21,2,31,752B,0
1006846523ns,h12,h20,2,30,120188B,0
1006847908ns,h11,h23,2,41,41520B,0
1006850516ns,h15,h21,2,27,718B,0
1006850573ns,h15,h23,2,31,53795B,0
1006850577ns,h2,h22,2,44,675B,0
1006851430ns,h1,h23,2,29,541B,0
1006862691ns,h1,h22,2,25,633B,0
1006862828ns,h12,h23,2,40,656B,0
1006863409ns,h14,h21,2,43,1721B,0
1006864713ns,h3,h23,2,23,301B,0
1006866718ns,h16,h22,2,29,31901B,0
1006867216ns,h16,h22,2,30,810517B,0
1006870145ns,h6,h22,2,41,658B,0
1006871060ns,h6,h23,2,41,309B,0
1006871870ns,h4,h23,2,43,401B,0
1006873186ns,h1,h23,2,30,326B,0
1006878822ns,h13,h22,2,22,456B,0
1006879375ns,h10,h21,2,26,44781B,0
1006888009ns,h14,h21,2,44,10B,0
1006897208ns,h9,h23,2,33,84772B,0
1006899280ns,h13,h21,2,34,262369B,0
1006900700ns,h7,h22,2,26,385B,0
1006915495ns,h14,h21,2,45,373B,0
1006917644ns,h8,h21,2,21,741362B,0
1006922553ns,h6,h23,2,42,560B,0
1006924130ns,h13,h22,2,23,48355B,0
1006924815ns,h7,h22,2,27,90B,0
1006925606ns,h7,h23,2,24,2633263B,0
1006934854ns,h11,h22,2,27,164B,0
1006935344ns,h9,h23,2,34,1108B,0
1006948223ns,h9,h20,2,34,222421B,0
1006956652ns,h3,h21,2,35,56756B,0
1006958805ns,h11,h22,2,28,510B,0
1006963523ns,h14,h23,2,36,51248B,0
1006964423ns,h15,h20,2,39,593B,0
1006967368ns,h7,h20,2,31,699B,0
1006968716ns,h3,h21,2,36,563B,0
1006970030ns,h11,h20,2,38,554B,0
1006971141ns,h1,h22,2,26,946B,0
1006974368ns,h14,h20,2,32,42413B,0
1006974413ns,h10,h21,2,27,6915B,0
1006988737ns,h6,h21,2,33,39615B,0
1006991802ns,h6,h21,2,34,142B,0
1007001515ns,h8,h22,2,36,795B,0
1007003268ns,h8,h22,2,37,552B,0
1007004576ns,h13,h20,2,33,408B,0
1007005039ns,h2,h20,2,30,195066B,0
1007007497ns,h3,h20,2,32,396B,0
1007017055ns,h4,h21,2,34,384B,0
1007018684ns,h11,h22,2,29,378B,0
1007019449ns,h7,h21,2,26,1829B,0
1007020390ns,h5,h23,2,28,1167B,0
1007023503ns,h15,h23,2,32,716B,0
1007037419ns,h3,h22,2,29,960B,0
1007039244ns,h4,h22,2,26,266074B,0
1007043468ns,h2,h20,2,31,74726B,0
1007047430ns,h4,h23,2,44,141364B,0
1007048589ns,h12,h20,2,31,302B,0
1007060220ns,h3,h20,2,33,116550B,0
1007060690ns,h8,h21,2,22,237B,0
1007066245ns,h12,h20,2,32,1680B,0
1007073528ns,h5,h22,2,35,230995B,0
1007083079ns,h14,h22,2,37,707B,0
1007087543ns,h14,h21,2,46,619B,0
1007087852ns,h9,h23,2,35,531B,0
1007088339ns,h12,h21,2,36,178045B,0
1007092494ns,h15,h22,2,34,213489B,0
1007094610ns,h12,h21,2,37,1273B,0
1007097422ns,h9,h21,2,34,23593B,0
1007104537ns,h10,h23,2,29,539B,0
1007106337ns,h4,h21,2,35,344B,0
1007108991ns,h15,h23,2,33,1266731B,0
1007112379ns,h8,h21,2,23,1814B,0
1007115872ns,h4,h20,2,35,474B,0
1007117151ns,h6,h20,2,30,1138903B,0
1007125267ns,h16,h23,2,27,1128B,0
1007126549ns,h1,h20,2,29,530B,0
1007133114ns,h1,h21,2,22,114417B,0
1007134645ns,h10,h20,2,27,313B,0
1007148976ns,h9,h23,2,36,46830B,0
1007151625ns,h13,h22,2,24,359B,0
1007155119ns,h11,h22,2,30,328B,0
1007162757ns,h7,h21,2,27,458B,0
1007163678ns,h12,h20,2,33,24049B,0
1007168557ns,h7,h22,2,28,1114B,0
1007177297ns,h14,h21,2,47,621B,0
1007179686ns,h4,h22,2,27,359B,0
1007185298ns,h7,h22,2,29,205506B,0
1007187864ns,h13,h23,2,32,39257B,0
1007192401ns,h8,h23,2,35,4711B,0
1007196676ns,h8,h22,2,38,48581B,0
1007198026ns,h5,h22,2,36,40849B,0
1007198848ns,h5,h20,2,34,331B,0
1007198974ns,h8,h23,2,36,40670B,0
1007207180ns,h8,h21,2,24,61235B,0
1007207197ns,h16,h20,2,29,35351B,0
1007209422ns,h6,h22,2,42,682B,0
1007214396ns,h8,h23,2,37,4740B,0
1007214827ns,h1,h23,2,31,325B,0
1007218964ns,h11,h23,2,42,38869B,0
1007224464ns,h7,h21,2,28,462B,0
1007224581ns,h9,h23,2,37,43025B,0
1007229358ns,h7,h21,2,29,1504B,0
1007230136ns,h13,h20,2,34,727B,0
1007233963ns,h16,h20,2,30,808B,0
1007235090ns,h10,h21,2,28,312B,0
1007235210ns,h4,h23,2,45,269B,0
1007235516ns,h1,h22,2,27,148B,0
1007236711ns,h16,h20,2,31,41108B,0
1007237057ns,h1,h23,2,32,344B,0
1007243245ns,h12,h22,2,24,336B,0
1007250675ns,h15,h22,2,35,585B,0
1007251976ns,h9,h20,2,35,1180198B,0
1007256139ns,h2,h22,2,45,101232B,0
1007261946ns,h14,h20,2,33,513B,0
1007264362ns,h10,h20,2,28,49959B,0
1007265122ns,h1,h20,2,30,317B,0
1007268081ns,h3,h20,2,34,592B,0
1007268223ns,h1,h21,2,23,937B,0
1007277009ns,h7,h20,2,32,1749794B,0
1007280714ns,h9,h23,2,38,295B,0
1007281095ns,h5,h23,2,29,612B,0
1007285658ns,h7,h23,2,25,190597B,0
1007287026ns,h16,h20,2,32,225B,0
1007288473ns,h12,h22,2,25,997B,0
1007288578ns,h5,h21,2,33,599B,0
1007298447ns,h7,h20,2,33,880B,0
1007313301ns,h11,h23,2,43,10851B,0
1007317131ns,h7,h21,2,30,606B,0
1007317571ns,h15,h20,2,40,109402B,0
1007318068ns,h15,h21,2,28,460006B,0
1007329337ns,h11,h23,2,44,1670608B,0
1007332250ns,h11,h20,2,39,302B,0
1007333902ns,h8,h20,2,34,60097B,0
1007335883ns,h5,h23,2,30,91163B,0
1007336450ns,h5,h21,2,34,347B,0
1007337906ns,h8,h22,2,39,269146B,0
1007345540ns,h7,h23,2,26,338B,0
1007354891ns,h5,h23,2,31,407B,0
1007367883ns,h3,h20,2,35,455308B,0
1007373755ns,h15,h23,2,34,56469B,0
1007373982ns,h4,h21,2,36,929B,0
1007378685ns,h2,h21,2,36,487B,0
1007380450ns,h15,h21,2,29,452B,0
1007384200ns,h1,h21,2,24,603B,0
1007386272ns,h12,h20,2,34,89B,0
1007392846ns,h1,h23,2,33,1519B,0
1007393858ns,h5,h22,2,37,300B,0
1007396210ns,h4,h22,2,28,40770B,0
1007396403ns,h1,h22,2,28,310B,0
1007401949ns,h15,h21,2,30,102B,0
1007412331ns,h4,h23,2,46,484B,0
1007414084ns,h11,h20,2,40,40538B,0
1007418598ns,h1,h20,2,31,57582B,0
1007418791ns,h6,h20,2,31,721B,0
1007418935ns,h11,h20,2,41,257870B,0
1007419459ns,h8,h22,2,40,332B,0
1007419557ns,h5,h21,2,35,532B,0
1007433540ns,h14,h21,2,48,34069B,0
1007433813ns,h12,h21,2,38,523B,0
1007436918ns,h9,h20,2,36,347B,0
1007437773ns,h14,h22,2,38,935B,0
1007438498ns,h15,h20,2,41,306B,0
1007439467ns,h1,h22,2,29,573B,0
1007443945ns,h7,h21,2,31,453B,0
1007445435ns,h6,h22,2,43,531B,0
1007447359ns,h11,h20,2,42,685B,0
1007447443ns,h12,h20,2,35,807B,0
1007447967ns,h7,h22,2,30,317B,0
1007448296ns,h1,h21,2,25,515B,0
1007450104ns,h5,h22,2,38,583B,0
1007452913ns,h2,h23,2,24,603B,0
1007454566ns,h4,h22,2,29,680B,0
1007454764ns,h6,h23,2,43,625B,0
1007455461ns,h8,h23,2,38,312B,0
1007458412ns,h16,h20,2,33,419B,0
1007466105ns,h13,h20,2,35,1632B,0
1007474035ns,h11,h22,2,31,55258B,0
1007476816ns,h2,h23,2,25,734B,0
1007477929ns,h15,h23,2,35,349B,0
1007483777ns,h8,h23,2,39,310B,0
1007489202ns,h1,h23,2,34,355B,0
1007491311ns,h1,h23,2,35,584B,0
1007493292ns,h12,h20,2,36,895B,0
1007493818ns,h9,h21,2,35,1917B,0
1007495771ns,h10,h21,2,29,773B,0
1007495964ns,h5,h23,2,32,895B,0
1007501240ns,h15,h22,2,36,552B,0
1007505647ns,h15,h21,2,31,1937B,0
1007508048ns,h7,h20,2,34,31372B,0
1007511429ns,h2,h21,2,37,602B,0
1007511783ns,h5,h21,2,36,48982B,0
1007512121ns,h15,h20,2,42,34786B,0
1007514867ns,h4,h23,2,47,137078B,0
1007516881ns,h9,h20,2,37,666B,0
1007517971ns,h1,h20,2,32,545B,0
1007519143ns,h9,h22,2,28,41440B,0
1007521219ns,h3,h22,2,30,258B,0
1007521384ns,h4,h22,2,30,583B,0
1007526205ns,h6,h23,2,44,1146213B,0
1007532131ns,h3,h23,2,24,542B,0
1007534919ns,h14,h22,2,39,736B,0
1007535302ns,h10,h23,2,30,449B,0
1007535373ns,h10,h22,2,27,313B,0
1007538652ns,h4,h21,2,37,330B,0
1007539497ns,h7,h20,2,35,635B,0
1007541099ns,h13,h23,2,33,1271B,0
1007542426ns,h1,h22,2,30,837B,0
1007551276ns,h16,h22,2,31,756B,0
1007552374ns,h15,h20,2,43,330B,0
1007553482ns,h4,h21,2,38,267B,0
1007555222ns,h5,h20,2,35,558B,0
1007562536ns,h6,h23,2,45,272945B,0
1007564549ns,h2,h20,2,32,379B,0
1007564867ns,h5,h22,2,39,469B,0
1007564995ns,h6,h23,2,46,683B,0
1007566433ns,h8,h21,2,25,171145B,0
1007576352ns,h8,h20,2,35,289107B,0
1007592835ns,h10,h20,2,29,13B,0
1007597998ns,h7,h20,2,36,1684B,0
1007603137ns,h8,h22,2,41,436B,0
1007603466ns,h11,h20,2,43,1778B,0
1007605954ns,h5,h22,2,40,34569B,0
1007611517ns,h10,h21,2,30,102852B,0
1007614592ns,h16,h22,2,32,4236B,0
1007615860ns,h13,h22,2,25,66325B,0
1007637966ns,h4,h23,2,48,42895B,0
1007638446ns,h2,h23,2,26,360B,0
1007639527ns,h8,h23,2,40,278B,0
1007648449ns,h4,h20,2,36,33755B,0
1007655794ns,h15,h21,2,32,777B,0
1007662522ns,h1,h23,2,36,8292403B,0
1007665002ns,h16,h22,2,33,364B,0
1007667322ns,h3,h21,2,37,585B,0
1007670530ns,h2,h20,2,33,487B,0
1007673567ns,h5,h23,2,33,91596B,0
1007676348ns,h9,h21,2,36,683B,0
1007687071ns,h8,h23,2,41,169138B,0
1007695607ns,h9,h22,2,29,15268B,0
1007696598ns,h14,h23,2,37,9044934B,0
1007697870ns,h2,h21,2,38,999B,0
1007698882ns,h5,h20,2,36,1077276B,0
1007700142ns,h8,h23,2,42,373B,0
1007701417ns,h12,h21,2,39,641B,0
1007701983ns,h15,h23,2,36,935B,0
1007706861ns,h3,h22,2,31,1219727B,0
1007714123ns,h7,h22,2,31,903B,0
1007716391ns,h12,h23,2,41,77158B,0
1007719513ns,h16,h21,2,24,1407B,0
1007724667ns,h15,h23,2,37,737B,0
1007724945ns,h12,h23,2,42,591B,0
1007735520ns,h7,h21,2,32,568B,0
1007738300ns,h11,h22,2,32,495B,0
1007738923ns,h14,h23,2,38,411B,0
1007745009ns,h11,h22,2,33,652156B,0
1007762063ns,h3,h21,2,38,809B,0
1007767277ns,h12,h21,2,40,77521B,0
1007768672ns,h15,h22,2,37,99951B,0
1007772865ns,h1,h21,2,26,272279B,0
1007780988ns,h11,h22,2,34,438B,0
1007786106ns,h11,h23,2,45,537B,0
1007798042ns,h16,h21,2,25,1473B,0
1007803753ns,h7,h22,2,32,522B,0
1007808461ns,h2,h21,2,39,346B,0
1007811038ns,h16,h22,2,34,37971B,0
1007817762ns,h12,h21,2,41,851B,0
1007817926ns,h5,h21,2,37,809B,0
1007819838ns,h15,h22,2,38,19041B,0
1007821544ns,h13,h21,2,35,332B,0
1007822276ns,h15,h20,2,44,198872B,0
1007823904ns,h11,h23,2,46,679B,0
1007826861ns,h3,h23,2,25,5638B,0
1007830935ns,h7,h21,2,33,1004B,0
1007833735ns,h11,h21,2,32,1074B,0
1007835087ns,h16,h22,2,35,18398B,0
1007835581ns,h7,h21,2,34,319B,0
1007840992ns,h1,h20,2,33,696B,0
1007846502ns,h12,h23,2,43,410B,0
1007847927ns,h2,h21,2,40,589B,0
1007857170ns,h8,h22,2,42,735B,0
1007859302ns,h4,h23,2,49,553B,0
1007861753ns,h1,h22,2,31,606B,0
1007865546ns,h7,h21,2,35,32173B,0
1007871708ns,h3,h22,2,32,277B,0
1007872054ns,h11,h23,2,47,484620B,0
1007872273ns,h7,h22,2,33,1055B,0
1007873259ns,h15,h20,2,45,363B,0
1007875039ns,h3,h20,2,36,871B,0
1007876470ns,h9,h21,2,37,315B,0
1007879292ns,h14,h21,2,49,704B,0
1007886096ns,h4,h21,2,39,5105B,0
1007890181ns,h5,h23,2,34,619B,0
1007896807ns,h9,h20,2,38,514B,0
1007899317ns,h16,h22,2,36,2619B,0
1007903523ns,h6,h22,2,44,247026B,0
1007908156ns,h12,h23,2,44,84847B,0
1007910511ns,h9,h23,2,39,585B,0
1007920081ns,h3,h22,2,33,76041B,0
1007925348ns,h3,h23,2,26,332B,0
1007925802ns,h15,h20,2,46,304B,0
1007926361ns,h5,h20,2,37,1545797B,0
1007951506ns,h7,h20,2,37,38581B,0
1007961425ns,h16,h22,2,37,1214B,0
1007971044ns,h8,h21,2,26,876B,0
1007971340ns,h1,h22,2,32,508B,0
1007973628ns,h7,h23,2,27,118776B,0
1007974448ns,h5,h22,2,41,69650B,0
1007974829ns,h6,h23,2,47,681B,0
1007975571ns,h5,h23,2,35,420B,0
1007976881ns,h1,h22,2,33,3065B,0
1007982032ns,h10,h21,2,31,31237B,0
1007987313ns,h10,h20,2,30,6405011B,0
1007991550ns,h4,h20,2,37,44075B,0
1007994242ns,h13,h20,2,36,320B,0
1007996523ns,h9,h20,2,39,1996056B,0
1007998639ns,h2,h22,2,46,70707B,0
1008001806ns,h13,h20,2,37,947B,0
1008005545ns,h14,h21,2,50,530B,0
1008018886ns,h4,h20,2,38,32585B,0
1008019263ns,h7,h20,2,38,989B,0
1008021022ns,h8,h20,2,36,322B,0
1008031398ns,h7,h22,2,34,890B,0
1008031919ns,h15,h20,2,47,200B,0
1008034103ns,h16,h23,2,28,43739B,0
1008036139ns,h10,h21,2,32,52151B,0
1008040302ns,h8,h21,2,27,32023B,0
1008043811ns,h10,h22,2,28,320B,0
1008047251ns,h14,h22,2,40,964B,0
1008048206ns,h16,h21,2,26,591B,0
1008048982ns,h1,h21,2,27,339B,0
1008054569ns,h8,h21,2,28,109453B,0
1008059065ns,h8,h21,2,29,272258B,0
1008060401ns,h6,h21,2,35,200221B,0
1008066405ns,h1,h21,2,28,793B,0
1008067160ns,h14,h22,2,41,76657B,0
1008071077ns,h5,h23,2,36,397B,0
1008078218ns,h14,h22,2,42,495B,0
1008079172ns,h14,h21,2,51,151360B,0
1008081051ns,h15,h22,2,39,971B,0
1008081530ns,h10,h21,2,33,426B,0
1008088956ns,h10,h20,2,31,340B,0
1008096964ns,h11,h21,2,33,428B,0
1008114352ns,h11,h23,2,48,696B,0
1008117022ns,h15,h21,2,33,503B,0
1008119088ns,h9,h21,2,38,32884B,0
1008120414ns,h6,h20,2,32,471B,0
1008121193ns,h16,h22,2,38,314B,0
1008121659ns,h14,h23,2,39,117616B,0
1008128888ns,h4,h21,2,40,1911B,0
1008129112ns,h4,h22,2,31,973800B,0
1008137634ns,h4,h20,2,39,381B,0
1008142440ns,h13,h22,2,26,80516B,0
1008150410ns,h4,h21,2,41,171B,0
1008150596ns,h4,h20,2,40,813B,0
1008155661ns,h2,h21,2,41,679B,0
1008158082ns,h4,h21,2,42,338B,0
1008160390ns,h4,h20,2,41,49023B,0
1008163171ns,h7,h23,2,28,470B,0
1008176847ns,h7,h21,2,36,117912B,0
1008178535ns,h3,h21,2,39,6902B,0
1008181519ns,h4,h23,2,50,69416B,0
1008181881ns,h10,h20,2,32,77888B,0
1008183192ns,h15,h22,2,40,44356B,0
1008183554ns,h5,h21,2,38,33297B,0
1008184845ns,h8,h21,2,30,40B,0
1008187397ns,h7,h23,2,29,346B,0
1008189866ns,h13,h22,2,27,407B,0
1008192187ns,h2,h23,2,27,932B,0
1008195076ns,h14,h21,2,52,33B,0
1008196372ns,h10,h22,2,29,338B,0
1008198911ns,h7,h21,2,37,684B,0
1008199491ns,h3,h20,2,37,270B,0
1008205702ns,h12,h22,2,26,518B,0
1008207575ns,h16,h23,2,29,419B,0
1008209429ns,h12,h22,2,27,374B,0
1008209674ns,h2,h22,2,47,516B,0
1008212438ns,h7,h22,2,35,94955B,0
1008213563ns,h13,h21,2,36,431B,0
1008217945ns,h7,h22,2,36,1702B,0
1008224396ns,h9,h23,2,40,32799B,0
1008231256ns,h6,h20,2,33,2880B,0
1008233498ns,h16,h21,2,27,388B,0
1008237661ns,h14,h23,2,40,549B,0
1008240252ns,h11,h20,2,44,472B,0
1008240852ns,h15,h20,2,48,815B,0
1008243739ns,h3,h21,2,40,832984B,0
1008246764ns,h8,h23,2,43,417B,0
1008250666ns,h8,h21,2,31,857B,0
1008254505ns,h3,h23,2,27,307B,0
1008256453ns,h5,h22,2,42,575B,0
1008263727ns,h16,h21,2,28,416842B,0
1008265259ns,h6,h21,2,36,150518B,0
1008267453ns,h1,h20,2,34,322B,0
1008276309ns,h3,h22,2,34,69515B,0
1008282541ns,h11,h23,2,49,25062B,0
1008282633ns,h8,h22,2,43,184524B,0
1008286962ns,h16,h23,2,30,660B,0
1008287183ns,h7,h20,2,39,622B,0
1008289946ns,h11,h22,2,35,114870B,0
1008291894ns,h11,h23,2,50,808B,0
1008295933ns,h5,h23,2,37,38273B,0
1008296255ns,h7,h21,2,38,377B,0
1008298799ns,h4,h21,2,43,309B,0
1008302977ns,h3,h20,2,38,640B,0
1008318933ns,h13,h22,2,28,527B,0
1008319728ns,h15,h23,2,38,735B,0
1008324782ns,h15,h23,2,39,544B,0
1008328394ns,h4,h21,2,44,75552B,0
1008329839ns,h16,h23,2,31,33120B,0
1008335531ns,h4,h21,2,45,583B,0
1008335908ns,h5,h23,2,38,337B,0
1008337793ns,h3,h20,2,39,18321B,0
1008340685ns,h1,h20,2,35,823B,0
1008341306ns,h2,h23,2,28,351B,0
1008343417ns,h7,h20,2,40,249B,0
1008344683ns,h11,h23,2,51,1238B,0
1008346028ns,h5,h21,2,39,748B,0
1008346272ns,h13,h20,2,38,926B,0
1008350181ns,h3,h21,2,41,615B,0
1008350747ns,h8,h21,2,32,668B,0
1008355844ns,h1,h21,2,29,591B,0
1008355990ns,h8,h20,2,37,318B,0
1008361767ns,h8,h23,2,44,805B,0
1008362025ns,h9,h23,2,41,335B,0
1008362339ns,h14,h20,2,34,2581B,0
1008363752ns,h3,h21,2,42,35883B,0
1008366970ns,h15,h21,2,34,367B,0
1008369447ns,h8,h21,2,33,401B,0
1008372136ns,h7,h23,2,30,440B,0
1008373987ns,h9,h20,2,40,995B,0
1008374519ns,h6,h21,2,37,606B,0
1008379140ns,h12,h20,2,37,103373B,0
1008387326ns,h13,h21,2,37,843B,0
1008387663ns,h10,h21,2,34,776B,0
1008389276ns,h10,h23,2,31,418B,0
1008389737ns,h5,h23,2,39,320B,0
1008390718ns,h9,h22,2,30,208955B,0
1008391455ns,h16,h23,2,32,324B,0
1008391542ns,h2,h20,2,34,340B,0
1008397101ns,h8,h22,2,44,395B,0
1008398072ns,h15,h22,2,41,930B,0
1008403409ns,h9,h21,2,39,1557B,0
1008409680ns,h14,h20,2,35,631B,0
1008410067ns,h14,h21,2,53,594B,0
1008411717ns,h4,h23,2,51,1586B,0
1008412600ns,h10,h21,2,35,462B,0
1008416527ns,h9,h21,2,40,46090B,0
1008419845ns,h3,h20,2,40,1572B,0
1008424928ns,h14,h21,2,54,1040B,0
1008428534ns,h7,h21,2,39,229B,0
1008429072ns,h8,h23,2,45,545B,0
1008435388ns,h12,h23,2,45,39771B,0
1008438162ns,h13,h20,2,39,405B,0
1008438241ns,h15,h22,2,42,1635B,0
1008438700ns,h3,h22,2,35,992152B,0
1008443353ns,h15,h23,2,40,640B,0
1008446018ns,h3,h22,2,36,753B,0
1008446858ns,h4,h22,2,32,412B,0
1008446895ns,h14,h20,2,36,70B,0
1008448387ns,h16,h20,2,34,436B,0
1008456440ns,h16,h23,2,33,671B,0
1008461289ns,h14,h22,2,43,1061B,0
1008463241ns,h6,h20,2,34,59557B,0
1008463632ns,h10,h21,2,36,490B,0
1008464231ns,h6,h21,2,38,529B,0
1008464970ns,h11,h23,2,52,30129B,0
1008470369ns,h5,h21,2,40,1918B,0
1008476401ns,h14,h20,2,37,23700B,0
1008481109ns,h15,h23,2,41,89713B,0
1008481939ns,h10,h22,2,30,319B,0
1008485062ns,h14,h21,2,55,337B,0
1008489157ns,h8,h22,2,45,696B,0
1008498221ns,h3,h21,2,43,1180B,0
1008498224ns,h1,h20,2,36,1772B,0
1008498737ns,h7,h22,2,37,430B,0
1008503185ns,h10,h22,2,31,343B,0
1008504315ns,h6,h20,2,35,197169B,0
1008504397ns,h12,h22,2,28,440B,0
1008505294ns,h4,h21,2,46,178B,0
1008509934ns,h1,h21,2,30,482B,0
1008511922ns,h1,h22,2,34,751B,0
1008513681ns,h8,h23,2,46,1476B,0
1008516026ns,h9,h23,2,42,33841B,0
1008520140ns,h15,h23,2,42,347B,0
1008520204ns,h11,h20,2,45,723B,0
1008531507ns,h4,h21,2,47,520B,0
1008532364ns,h8,h23,2,47,30936B,0
1008534668ns,h6,h20,2,36,559B,0
1008541657ns,h8,h22,2,46,48228B,0
1008543524ns,h6,h21,2,39,391B,0
